prcp,lday,temp,snowpack,pet,snowfall,rainfall,melt,soilwater,evap,baseflow,surfaceflow,flow,qobs
0.36,0.42400011574074076,1.1149999999999998,0.001539259262121296,0.7323567749749181,5.6083118149530265e-11,0.35999999994391685,-0.0009806098944802218,712.2640736238203,0.2908311668235383,7.733355233549594e-17,0.0,7.733355233549594e-17,1.0013226298577902
0.0,0.42121863425925926,0.4850000000000001,0.0017931609020404233,0.6967064723175793,0.0,0.0,-3.3675419793409463e-6,712.193468512356,0.27664640725743544,7.712694565814044e-17,0.0,7.712694565814044e-17,0.949362104200305
0.0,0.41999976851851856,2.71,0.001737969677922834,0.8086943494370444,0.0,0.0,0.000876386936319085,711.8760217318717,0.3209711337561917,7.620482261687023e-17,0.0,7.620482261687023e-17,0.9244643523227599
0.19,0.4164640046296296,1.4749999999999996,0.001922411229243442,0.7372918039419293,8.087636116371754e-13,0.18999999999919126,-0.017715084708415853,712.0997560037181,0.29272340348062925,7.68535737233218e-17,0.0,7.68535737233218e-17,0.9017316223476101
12.62,0.4159996527777778,4.445,0.0015268954171311032,0.8999530475389225,0.0,12.62,0.0007692761193625395,717.472065597146,0.3599996276834521,9.420347856164838e-17,0.0,9.420347856164838e-17,1.002405140808988
2.99,0.4121109953703704,1.16,0.0009495331920723603,0.7140208636429537,2.9700811865485124e-10,2.989999999702992,-0.001437929834981649,724.6273227623024,0.28847143202126163,1.2354031909190622e-16,0.0,1.2354031909190622e-16,0.9894150093946166
0.22,0.41200046296296294,-1.1199999999999999,0.02270627361919731,0.6095939706711491,0.09726789888271024,0.12273210111728974,-8.679634902695137e-13,729.7632362232519,0.24802750618495142,1.5007958711834524e-16,0.0,1.5007958711834524e-16,0.9969925860529997
0.0,0.4080084490740741,-1.66,0.10348494124916083,0.5812668704626888,0.0,0.0,-6.076407816722277e-15,731.4786561612364,0.23705789963395948,1.601582615757442e-16,0.0,1.601582615757442e-16,0.9840024546386285
0.0,0.40794895833333333,0.020000000000000018,0.1042640641870759,0.6534242317570721,0.0,0.0,-6.336005063547531e-8,730.7735742146747,0.26622894621689136,1.5593622755030348e-16,0.0,1.5593622755030348e-16,0.9731773451266524
0.01,0.40399999999999997,1.5850000000000002,0.11734448657840155,0.720622315137838,1.416922135177856e-14,0.009999999999985831,-0.05371842172852526,730.5619989721756,0.29352289868561016,1.5469115888630493e-16,0.0,1.5469115888630493e-16,0.9731773451266524
1.47,0.4037145833333334,1.465,0.1601137438058351,0.7142322481694631,6.915391592698938e-12,1.4699999999930846,-0.027208541661678156,731.044956403974,0.29111242579210705,1.5754792733596803e-16,0.0,1.5754792733596803e-16,0.9569396808586882
0.0,0.40000023148148145,-1.3,0.16500331964258053,0.5844306164519123,0.0,0.0,-2.2933833689326167e-13,731.1787005827537,0.238250430422433,1.5834833176058963e-16,0.0,1.5834833176058963e-16,0.9266293742251551
0.03,0.39971435185185183,-4.3100000000000005,0.1832660022224755,0.47169146267010253,0.029999999999999468,5.295763827461996e-16,-0.0,730.9351408054006,0.19222685498993805,1.56893751419406e-16,0.0,1.56893751419406e-16,0.9147217537619815
1.46,0.3960082175925926,1.125,0.41964817999461246,0.6844768165146164,2.058036574492661e-10,1.4599999997941961,-0.0020897435949398316,730.259425435976,0.2786846940841243,1.529278419444291e-16,0.0,1.529278419444291e-16,0.9093091990059934
1.31,0.39571446759259266,3.3049999999999997,0.264739864856584,0.793143596077573,0.0,1.31,0.24722733936714664,731.028376964731,0.3232684051735491,1.5744898841638674e-16,0.0,1.5744898841638674e-16,0.8887414909332388
0.84,0.3921108796296296,-2.38,0.41005334891635625,0.5309808678007875,0.8399964259913372,3.5740086627877863e-6,-0.0,734.7291903964267,0.2175120744562336,1.8114977779787833e-16,0.0,1.8114977779787833e-16,0.8605962062021009
4.99,0.3919487268518519,-0.42999999999999994,1.798655295512773,0.6085022286416375,0.003982293425147574,4.986017706574853,-1.187110302038644e-9,740.0918311174046,0.2510874388213673,2.2196350511361806e-16,0.0,2.2196350511361806e-16,0.8454410528853343
6.84,0.3884644675925926,-1.4,3.5785024471948534,0.5636133598897624,6.35256865614664,0.48743134385335996,-1.0396140066691597e-13,743.1119694733326,0.23351390078061518,2.4887358540244443e-16,0.0,2.4887358540244443e-16,0.8454410528853343
1.99,0.38799999999999996,-5.119999999999999,7.993676030916918,0.43187089349859165,1.99,0.0,-0.0,742.3835113719321,0.1787555174636529,2.4209834499446533e-16,0.0,2.4209834499446533e-16,0.8454410528853343
3.43,0.3848466435185185,-1.6400000000000001,10.706138106341315,0.5490403485116646,3.4062895991027737,0.02371040089722628,-1.0421348876680278e-14,743.0344980499049,0.2274523574194876,2.4814412096639836e-16,0.0,2.4814412096639836e-16,0.8497710966901247
3.51,0.3840003472222222,-0.54,12.281729934312333,0.5916197323212282,0.00840174869325763,3.501598251306742,-4.1428553066951e-10,746.1772709295695,0.24612847993980558,2.7952406683226027e-16,0.0,2.7952406683226027e-16,0.8346159433733582
0.21,0.38166932870370374,0.925,12.282107702578521,0.6506996636565319,2.1873007238770725e-10,0.20999999978126993,-0.00036738314376450284,748.2558613280737,0.2714612925828861,3.0242869729477365e-16,0.0,3.0242869729477365e-16,0.8400284981293462
1.0,0.3799997685185186,-0.5200000000000001,12.282315416230132,0.5862712270972962,0.0019606142474242194,0.9980393857525758,-5.017614732741599e-10,749.1655438524898,0.2448801475222112,3.1303441160117033e-16,0.0,3.1303441160117033e-16,0.8562661623973103
1.86,0.37920590277777777,-1.1600000000000001,12.437715582917553,0.5595039804496078,1.0076897803165445,0.8523102196834554,-1.0595621812953912e-12,749.621361103024,0.23384190327198356,3.184877138833697e-16,0.0,3.184877138833697e-16,0.8584311842997057
0.0,0.37611087962962964,-3.335,13.246728570963052,0.4759282998823738,0.0,0.0,-0.0,749.5471970878547,0.19889218423532437,3.175940033019948e-16,0.0,3.175940033019948e-16,0.8443585419341366
1.41,0.3759486111111111,-5.65,14.032540750779587,0.40266247550232626,1.41,0.0,-0.0,749.3297562194272,0.1682253114768613,3.149881695511568e-16,0.0,3.149881695511568e-16,0.812965724349406
0.0,0.37321898148148147,-5.18,14.759007832734909,0.4136168562369327,0.0,0.0,-0.0,749.1399252169184,0.1727580827329253,3.127307021212081e-16,0.0,3.127307021212081e-16,0.804305636739825
4.65,0.3719998842592593,-4.6,17.068751077440364,0.42991554146112837,4.649999999999996,4.64628335805628e-15,-0.0,748.9675160412453,0.17952433643417803,3.106944376624933e-16,0.0,3.106944376624933e-16,0.7956455491302442
1.8,0.37120578703703705,-4.64,20.3100793029207,0.4277622969491792,1.799999999999999,1.1990408665951691e-15,-0.0,748.8214197965443,0.17859034030780124,3.0897932721485973e-16,0.0,3.0897932721485973e-16,0.7783253739110824
0.0,0.3684645833333333,-6.8,21.285991251095894,0.36281055046348004,0.0,0.0,-0.0,748.6843460685499,0.1514453221812962,3.0737874724863717e-16,0.0,3.0737874724863717e-16,0.7696652863015014
0.0,0.3680003472222222,-2.865,21.286987424008057,0.4814993006972628,0.0,0.0,-0.0,748.5697587021322,0.20095792688634198,3.0604710009197974e-16,0.0,3.0604710009197974e-16,0.7675002643991063
0.0,0.36615196759259255,-1.54,21.286745138896734,0.5260500331583176,0.0,0.0,-2.6751167920092903e-14,749.9341290530306,0.21995172573462238,3.2228446251692227e-16,0.0,3.2228446251692227e-16,0.7404374906191661
0.0,0.3644642361111111,-2.255,21.286912583218864,0.4979212261831038,0.0,0.0,-0.0,752.4078300510891,0.20887725422161124,3.539523642055659e-16,0.0,3.539523642055659e-16,0.7252823373023994
11.42,0.36400011574074076,0.2650000000000001,21.287485406980934,0.5929928390368711,8.743766723429135e-6,11.419991256233276,-8.595431179410901e-7,754.9078741213965,0.24958622199690794,3.8912017561707167e-16,0.0,3.8912017561707167e-16,0.7187872715952138
16.61,0.3621513888888889,2.035,21.008078816457175,0.666098872453923,2.6185942303413866e-13,16.609999999999737,0.6487156274588711,756.742515858773,0.28103734628481597,4.171317981314448e-16,0.0,4.171317981314448e-16,0.8292033886173701
10.33,0.3604638888888889,-2.495,25.32032324334816,0.48417141816222925,10.329986083204522,1.3916795476980326e-5,-0.0,757.611252027771,0.20451387027684917,4.3109064332339344e-16,0.0,4.3109064332339344e-16,0.9591047027610835
0.0,0.3599998842592593,-6.655,30.631139245056627,0.3582720598762022,0.0,0.0,-0.0,757.6048215626746,0.1513327324019487,4.3098562160743655e-16,0.0,4.3098562160743655e-16,0.9558571699074907
3.33,0.35920578703703704,-5.175,32.593013284308334,0.39823110406055295,3.33,0.0,-0.0,757.2052055675,0.16812255122883973,4.2450908341837716e-16,0.0,4.2450908341837716e-16,0.9840024546386285
11.51,0.3572189814814815,-1.765,40.04602787091278,0.5051681196580378,11.48709136032011,0.022908639679890958,-3.084415871675732e-15,755.9050459028756,0.21290231436025708,4.041033890862429e-16,0.0,4.041033890862429e-16,1.0457055788568925
1.89,0.35611041666666665,-2.355,46.50455966158571,0.48308343129796655,1.8899896744970623,1.0325502937519326e-5,-0.0,753.8900496138508,0.20305203976034006,3.7439941314781355e-16,0.0,3.7439941314781355e-16,1.0305504255401257
1.78,0.3559483796296296,-4.6499999999999995,48.36384502722992,0.4098845722149443,1.779999999999999,1.0869083411080284e-15,-0.0,755.2999901735781,0.17260694026515772,3.9494455411319416e-16,0.0,3.9494455411319416e-16,1.0262203817353355
3.97,0.3546476851851852,-4.260000000000001,51.255493514670086,0.42001663609272466,3.9699999999998847,1.1569911695374913e-13,-0.0,761.0170144876555,0.17821245869016852,4.904687938650819e-16,0.0,4.904687938650819e-16,0.9904975203458142
12.44,0.35321898148148145,-1.1700000000000002,59.51423130140964,0.5207968423499305,7.046892760798784,5.393107239201217,-9.61998101851983e-13,768.3813229524563,0.2231116999635102,6.483255806127131e-16,0.0,6.483255806127131e-16,0.9904975203458142
13.12,0.35211030092592593,-6.175,72.67961184170865,0.3629624917188004,13.12,0.0,-0.0,771.7185136152033,0.1561700933050352,7.357115483768302e-16,0.0,7.357115483768302e-16,0.97425985607785
2.63,0.35199988425925927,-8.755,80.527451653063,0.2998195432265422,2.63,0.0,-0.0,772.0815592088287,0.129062573538287,7.459016897801543e-16,0.0,7.459016897801543e-16,0.9850849655898262
0.0,0.35171423611111113,-6.38,81.8417921249399,0.3571563319888588,0.0,0.0,-0.0,771.8260644285353,0.15369332193747115,7.387157390717239e-16,0.0,7.387157390717239e-16,1.0283854036377307
0.01,0.3506474537037037,-5.800000000000001,81.70970129813325,0.3714838636027824,0.01,0.0,-0.0,771.5586777043779,0.15980343740098643,7.312694460462897e-16,0.0,7.312694460462897e-16,1.1041611702215632
7.21,0.34966921296296294,-4.27,85.25766858335037,0.41382297277917196,7.20999999999981,1.9011181517925024e-13,-0.0,771.4279208246163,0.177986536765129,7.276554503214793e-16,0.0,7.276554503214793e-16,1.179936936805396
6.7,0.3488465277777778,-4.1899999999999995,92.2764427795642,0.4152294364924796,6.699999999999608,3.9275249719139537e-13,-0.0,771.2774564248717,0.17855662748673884,7.2351885345106045e-16,0.0,7.2351885345106045e-16,1.2557127033892288
0.79,0.3481105324074074,-9.885,96.1295404193009,0.2723525747945405,0.79,0.0,-0.0,771.1690841026178,0.11710037851333599,7.205540362398659e-16,0.0,7.205540362398659e-16,1.3098382509491096
1.12,0.3480079861111111,-16.005,97.16784724571423,0.1692005768930282,1.12,0.0,-0.0,771.0791470863578,0.07274078787342417,7.181027935829758e-16,0.0,7.181027935829758e-16,1.3098382509491096
0.5,0.34794849537037037,-21.965,97.99373400301724,0.10363788339451004,0.5,0.0,-0.0,770.988151186105,0.04454956229827466,7.156311775137524e-16,0.0,7.156311775137524e-16,1.2881880319251573
2.33,0.34771435185185184,-16.51,99.3675059050868,0.16235334001378648,2.33,0.0,-0.0,770.890443955094,0.06978002049395332,7.129867398071161e-16,0.0,7.129867398071161e-16,1.2448875938772528
0.65,0.3472057870370371,-17.265,100.75877194598623,0.15254462661177196,0.65,0.0,-0.0,770.7942146897809,0.06555601765040193,7.103918545531747e-16,0.0,7.103918545531747e-16,1.1907620463173723
1.12,0.3466476851851852,-22.2,101.85057831472496,0.10121680436057022,1.12,0.0,-0.0,770.7214944298431,0.04349379423754253,7.084371719338449e-16,0.0,7.084371719338449e-16,1.1366364987574917
8.32,0.3466476851851852,-21.86,106.59898564862516,0.10417073139508658,8.32,0.0,-0.0,770.6703236748108,0.04476015195268522,7.070649534859167e-16,0.0,7.070649534859167e-16,1.071685841685635
6.84,0.3461518518518519,-16.545,114.08057342344533,0.16117000050678082,6.84,0.0,-0.0,770.6089675161668,0.06924612394758552,7.054231023078361e-16,0.0,7.054231023078361e-16,1.0283854036377307
0.01,0.3461518518518519,-17.195,117.42172955011445,0.15294482727154982,0.01,0.0,-0.0,770.5466412112487,0.06570689243514281,7.037591939798294e-16,0.0,7.037591939798294e-16,1.0013226298577902
0.0,0.3456693287037037,-16.72,117.26931347061436,0.1586964110225321,0.0,0.0,-0.0,770.4891671345171,0.0681727550061996,7.022283027707928e-16,0.0,7.022283027707928e-16,0.97425985607785
0.0,0.3456693287037037,-21.18,117.29768949899875,0.10999763480161388,0.0,0.0,-0.0,770.438485275776,0.047249641598095665,7.008810937799489e-16,0.0,7.008810937799489e-16,0.9417845275419217
0.0,0.3461518518518519,-24.675,117.27509921290432,0.08174328746827571,0.0,0.0,-0.0,770.3926532401732,0.035110857419712926,6.996650268141028e-16,0.0,6.996650268141028e-16,0.9201343085179694
0.19,0.3461518518518519,-25.650000000000002,117.35793972236284,0.07508123959238533,0.19,0.0,-0.0,770.3458462482008,0.03224737606529819,6.98425268930929e-16,0.0,6.98425268930929e-16,0.8876589799820411
3.0,0.3461518518518519,-19.655,118.62982225826306,0.12507561423948643,3.0,0.0,-0.0,770.2883571356938,0.05371594010173347,6.969055836102999e-16,0.0,6.969055836102999e-16,0.8443585419341366
4.59,0.3466476851851852,-10.27,122.0694811652425,0.2634166003011173,4.59,0.0,-0.0,770.2119952142286,0.11311771437886534,6.948921203967178e-16,0.0,6.948921203967178e-16,0.8227083229101846
4.99,0.3472057870370371,-21.935,126.64747349199611,0.10367929064129522,4.99,0.0,-0.0,770.1341325288369,0.04451799454808454,6.928450756752609e-16,0.0,6.928450756752609e-16,0.8010581038862323
0.0,0.34771435185185184,-25.825,129.6319830304168,0.07427174267860574,0.0,0.0,-0.0,770.0635011011279,0.03188800552327335,6.909933606372455e-16,0.0,6.909933606372455e-16,0.7577576658383279
0.0,0.34794849537037037,-20.725,129.66304989154693,0.11502323941139024,0.0,0.0,-0.0,770.0045293370812,0.049380567563131285,6.894511136875311e-16,0.0,6.894511136875311e-16,0.7252823373023994
0.0,0.34800000000000003,-16.585,129.70604530366793,0.16151051569011798,0.0,0.0,-0.0,769.9592900710825,0.06933392241396068,6.882703366400212e-16,0.0,6.882703366400212e-16,0.7036321182784472
2.01,0.3480079861111111,-5.140000000000001,130.85834046867262,0.38679628740281885,2.01,0.0,-0.0,769.927500565924,0.16603870293109377,6.87441817914875e-16,0.0,6.87441817914875e-16,0.681981899254495
2.27,0.3484641203703704,-8.01,132.90934885678772,0.31376230109986963,2.27,0.0,-0.0,769.9065225128048,0.13468398671981444,6.868956205834079e-16,0.0,6.868956205834079e-16,0.6603316802305428
2.14,0.3482361111111111,-6.575,135.07483187747238,0.34860557730445274,2.14,0.0,-0.0,769.8913620313301,0.14963768508973174,6.865011632386988e-16,0.0,6.865011632386988e-16,0.6332689064506025
0.0,0.34921886574074074,-19.36,136.40522399960994,0.12929655768154005,0.0,0.0,-0.0,769.8746696695121,0.05549887711573883,6.860671102308109e-16,0.0,6.860671102308109e-16,0.5953810231586861
5.19,0.35015162037037034,-16.544999999999998,139.1843328551006,0.16303231235260202,5.19,0.0,-0.0,769.8467404037689,0.06997697531129479,6.853414766363183e-16,0.0,6.853414766363183e-16,0.58455591364671
6.68,0.35120578703703703,-25.045,144.85051495042566,0.08031139641735775,6.68,0.0,-0.0,769.7991180663508,0.03446924647015178,6.841059645517364e-16,0.0,6.841059645517364e-16,0.5737308041347339
0.0,0.3519482638888889,-28.89,148.1512995700754,0.05721448480621881,0.0,0.0,-0.0,769.7458392682978,0.024554468880280404,6.82726341173446e-16,0.0,6.82726341173446e-16,0.5629056946227577
0.52,0.35200787037037035,-22.43,148.39380857692626,0.10079580538511762,0.52,0.0,-0.0,769.6883207684024,0.04325482496210953,6.812400561932265e-16,0.0,6.812400561932265e-16,0.5520805851107816
0.97,0.35284641203703704,-16.37,149.25166788813152,0.1666113539348437,0.97,0.0,-0.0,769.6252130190458,0.07149259865725639,6.796130665887588e-16,0.0,6.796130665887588e-16,0.5304303660868295
7.72,0.3541518518518519,-10.03,153.12104177246738,0.27405716393653795,7.72,0.0,-0.0,769.5562802553214,0.11758684797185767,6.778403414023003e-16,0.0,6.778403414023003e-16,0.5250178113308414
4.7,0.35571446759259256,-12.765,159.1406427071241,0.22322041082783745,4.7,0.0,-0.0,769.4824004950351,0.0957656580383646,6.759455290386613e-16,0.0,6.759455290386613e-16,0.5196052565748533
0.0,0.35600000000000004,-19.515,161.83650530077512,0.13013143790474518,0.0,0.0,-0.0,769.4055655387045,0.055823203436539966,6.739805425616705e-16,0.0,6.739805425616705e-16,0.5087801470628772
7.05,0.3564643518518519,-19.5,165.37309274478903,0.13046273179568035,7.05,0.0,-0.0,769.3288809695599,0.05595974249933006,6.720250976088222e-16,0.0,6.720250976088222e-16,0.4979550375509011
4.72,0.35815185185185183,-17.535,171.27926943574548,0.15395030550031952,4.72,0.0,-0.0,769.2565661535434,0.06602812578427224,6.701862786697857e-16,0.0,6.701862786697857e-16,0.487129928038925
0.0,0.3599482638888889,-20.555,174.61711672798347,0.12069109364913123,0.0,0.0,-0.0,769.1939542393097,0.051759287304873364,6.685982494051655e-16,0.0,6.685982494051655e-16,0.48171737328293696
7.56,0.36000787037037035,-24.005,179.41157293542966,0.0900881606477604,7.56,0.0,-0.0,769.1350894433916,0.03863203163470271,6.671086904944777e-16,0.0,6.671086904944777e-16,0.4763048185269489
2.02,0.36121863425925926,-17.52,182.95101995708148,0.15545751400581548,2.02,0.0,-0.0,768.9071439765415,0.066644270329754,6.613718273618249e-16,0.0,6.613718273618249e-16,0.47089226377096083
0.0,0.3637142361111111,-20.45,183.9129889666698,0.1230263021515485,0.0,0.0,-0.0,768.5428973431756,0.05271610164292864,6.523068060782845e-16,0.0,6.523068060782845e-16,0.46547970901497276
0.0,0.36400011574074076,-21.035,183.9378974544876,0.11724797922427757,0.0,0.0,-0.0,768.1444776348467,0.05021407674100914,6.425335376543777e-16,0.0,6.425335376543777e-16,0.46547970901497276
0.0,0.36521898148148146,-19.95,183.8992067541174,0.1287794406382195,0.0,0.0,-0.0,767.7949551652757,0.055127588046733275,6.340803723102548e-16,0.0,6.340803723102548e-16,0.4600671542589847
0.17,0.36771435185185186,-19.075,184.00110270691303,0.13937871503965443,0.17,0.0,-0.0,767.5583424703517,0.0596465124793765,6.284211327746069e-16,0.0,6.284211327746069e-16,0.4546545995029967
0.0,0.3680083333333333,-11.04,184.10420594946976,0.26373063387633183,0.0,0.0,-0.0,767.4795943081316,0.11285079395009362,6.265488799589598e-16,0.0,6.265488799589598e-16,0.44382948999102056
0.0,0.3696696759259259,-13.46,184.096070377785,0.21976194822320314,0.0,0.0,-0.0,767.5846076588406,0.09404938429183551,6.29046836089668e-16,0.0,6.29046836089668e-16,0.4330043804790444
0.65,0.3719483796296296,-16.745,184.48577885421815,0.17041784733657142,0.65,0.0,-0.0,767.8802217248715,0.07296015697276383,6.361322232902734e-16,0.0,6.361322232902734e-16,0.4330043804790444
5.65,0.37211041666666667,-14.9,188.36024005329995,0.19753880842460098,5.65,0.0,-0.0,768.3542179307856,0.08462352508409067,6.476600914927624e-16,0.0,6.476600914927624e-16,0.4330043804790444
4.21,0.3746479166666667,-9.315,193.1953681313538,0.30598455979251565,4.21,0.0,-0.0,768.9753199233119,0.13118649129419382,6.630824686555538e-16,0.0,6.630824686555538e-16,0.4275918257230564
1.92,0.3760002314814815,-8.620000000000001,196.22077389267218,0.32351112582231145,1.92,0.0,-0.0,769.6931935713476,0.1388302385986332,6.813658444654314e-16,0.0,6.813658444654314e-16,0.4221792709670683
0.0,0.3772188657407407,-10.895,196.9276554238403,0.27333977336057974,0.0,0.0,-0.0,770.4384469659577,0.11741348536157717,7.008800764187834e-16,0.0,7.008800764187834e-16,0.4221792709670683
0.0,0.3799997685185186,-6.955,197.00629230587663,0.36992644320300866,0.0,0.0,-0.0,771.1226304203755,0.15904353807743352,7.192868933634861e-16,0.0,7.192868933634861e-16,0.4167667162110803
0.85,0.3804640046296296,-1.165,197.58366148205096,0.5611639688917216,0.47103007045639317,0.3789699295436068,-1.0098997901225994e-12,771.6382364700021,0.2414241554918293,7.334771520782447e-16,0.0,7.334771520782447e-16,0.4167667162110803
0.0,0.383714699074074,-10.865,198.02402796261782,0.27868366870022304,0.0,0.0,-0.0,771.8586998724068,0.11992963879268599,7.396297606545958e-16,0.0,7.396297606545958e-16,0.4113541614550923
0.0,0.38400833333333334,-18.985,198.02785611121666,0.14663607427772474,0.0,0.0,-0.0,771.7669149677458,0.06309634245484567,7.370620166799292e-16,0.0,7.370620166799292e-16,0.4167667162110803
0.0,0.3866476851851852,-17.815,197.98277657183155,0.1624632283844746,0.0,0.0,-0.0,771.6432342844586,0.06989543863393673,7.3361606059509e-16,0.0,7.3361606059509e-16,0.4167667162110803
0.0,0.38799999999999996,-15.095,197.9938444869527,0.20281737304381012,0.0,0.0,-0.0,771.5228404977668,0.08724311103839973,7.302771579289216e-16,0.0,7.302771579289216e-16,0.4167667162110803
1.07,0.3901519675925926,-10.075000000000001,199.54275796307184,0.30088885335931853,1.07,0.0,-0.0,771.4176796631546,0.12941150569243576,7.273731497375383e-16,0.0,7.273731497375383e-16,0.4221792709670683
14.21,0.39200034722222227,0.9050000000000002,204.80620180473446,0.6673952070744612,1.807765847738896e-8,14.209999981922342,-0.00030735337484517737,771.3337247797143,0.28701368631917734,7.250630342308129e-16,0.0,7.250630342308129e-16,0.4275918257230564
7.43,0.3936696759259259,-7.055,212.1049189448008,0.3804218514665573,7.43,0.0,-0.0,771.2709757901475,0.16358732328984538,7.233412157634606e-16,0.0,7.233412157634606e-16,0.7144572277904233
0.0,0.39600023148148145,-18.38,216.19320645782713,0.15890310783960712,0.0,0.0,-0.0,771.2234595807641,0.06832660245719915,7.220401023745273e-16,0.0,7.220401023745273e-16,0.7144572277904233
0.0,0.3972188657407407,-19.32,216.28259322131944,0.14755430597920802,0.0,0.0,-0.0,771.1792299814829,0.06344310282753482,7.208310878904162e-16,0.0,7.208310878904162e-16,0.7144572277904233
0.0,0.40000023148148145,-16.18,216.25908052425285,0.19177509467773807,0.0,0.0,-0.0,771.1203677658311,0.08245017526380288,7.192252306237104e-16,0.0,7.192252306237104e-16,0.7144572277904233
0.0,0.4012189814814815,-11.135,216.34718610661918,0.28545120057422363,0.0,0.0,-0.0,771.0226313625097,0.12270893947960777,7.165667199413422e-16,0.0,7.165667199413422e-16,0.6711567897425189
