,isodate,precip,tmax,tmin,wind,pet,q,qsim
41,1986/2/11,1.091575937,12.73036218,-3.615296123,1.441674486,6.768793012,9.374537353,0.0
42,1986/2/12,0.014283727,12.56194746,-2.799404496,1.59827423,6.654239357,2.585748123,0.0
43,1986/2/13,0.000859487,12.70329262,-3.066457037,1.53794285,6.720748837,1.192972675,0.0
44,1986/2/14,0.019330311,12.8372652,-3.100997425,1.525240807,6.768659803,0.864645936,0.0
45,1986/2/15,0.862783779,12.83146822,-1.415514545,1.63495423,6.633812848,7.051737741,0.0
46,1986/2/16,1.368383117,11.54558148,-3.90346523,1.586697743,6.350839535,16.2343586,0.0
47,1986/2/17,0.015272361,11.28668767,-4.994059049,1.38168258,6.31337791,4.524761345,0.0
48,1986/2/18,0.002542974,11.08894487,-6.912794745,1.538182705,6.300536541,2.142664069,0.0
49,1986/2/19,0.224345735,11.00844718,-7.504184908,1.311050169,6.278605677,3.462100265,0.0
50,1986/2/20,0.375220117,12.76123886,-5.367729299,0.786481567,6.828085405,4.949126408,0.0
51,1986/2/21,1.112177232,13.31886176,-4.517551868,1.467661681,6.991342782,13.8440187,0.0
52,1986/2/22,0.011921981,14.56494429,-1.22321296,1.983777482,7.246941704,3.948195816,0.0
53,1986/2/23,0.081625754,14.73170493,-1.611978864,1.693534885,7.33644046,2.705027943,0.0
54,1986/2/24,0.034357533,14.6987236,-1.719460215,1.665565591,7.328451072,1.675000407,0.0
55,1986/2/25,0.326526266,13.83456791,-1.476547129,1.505901098,6.983189473,3.702253033,0.0
56,1986/2/26,0.09784089,13.93718058,-0.534435416,1.776916436,6.93355457,2.048156094,0.0
57,1986/2/27,0.037373041,14.0714374,-0.93283752,1.681561097,7.018476976,1.13880696,0.0
58,1986/2/28,1.017796796,12.95958181,-0.763952412,1.533344215,6.579097714,9.103725675,0.0
59,1986/3/1,3.717773373,9.252476568,-3.676805988,0.745317737,5.498617442,60.47351376,0.0
60,1986/3/2,2.255191765,1.929984692,-5.329797383,0.29372441,3.220504554,69.66827382,0.0
61,1986/3/3,1.437286656,1.74604225,-7.951755529,0.487383484,3.396089088,62.07366905,0.0
62,1986/3/4,0.023025851,4.522860918,-8.672582459,0.489258873,4.236329657,20.79805627,0.0
63,1986/3/5,0.167976249,9.765532023,-6.990680493,0.534316827,5.821829161,15.59808044,0.0
64,1986/3/6,0.352536599,10.92971062,-3.795102621,1.089491878,6.07433808,17.20857191,0.0
65,1986/3/7,0.975673789,10.66643374,-2.757265797,1.139761568,5.901722409,32.21269865,0.0
66,1986/3/8,0.790965044,11.22643114,-2.253099555,1.021190091,6.055360849,30.77791661,0.0
67,1986/3/9,0.29616755,13.2061017,-2.224193683,1.606620119,6.766993786,17.69408008,0.0
68,1986/3/10,0.007207516,14.08711291,-2.747491318,1.469714461,7.118598799,7.483712435,0.0
69,1986/3/11,0.077652814,15.47412059,-1.179221805,1.622021966,7.521782179,5.881618202,0.0
70,1986/3/12,0.206868826,16.07405192,0.206040131,1.898667848,7.630178983,6.825885329,0.0
71,1986/3/13,0.198900374,16.38842828,0.339405739,1.511823886,7.735476897,6.051659373,0.0
72,1986/3/14,0.151678881,15.85295681,0.159439074,1.694473857,7.540498906,4.631818881,0.0
73,1986/3/15,0.228044247,16.51015536,1.016300624,1.800907068,7.707809976,4.954101585,0.0
74,1986/3/16,0.548083019,15.83574995,1.454923027,1.90790394,7.38864246,8.873921447,0.0
75,1986/3/17,0.088664484,15.89873339,-1.851161485,1.968828086,7.700900961,3.812787838,0.0
76,1986/3/18,0.07540729,16.1924908,-1.951735399,1.870404958,7.811786094,2.48489686,0.0
77,1986/3/19,0.056838396,16.57365746,1.354830981,2.147483822,7.679304269,1.743146705,0.0
78,1986/3/20,0.030542687,16.48206823,2.367791958,1.959363482,7.518327196,1.121694639,0.0
79,1986/3/21,0.072740615,16.53209616,1.156971157,1.633580159,7.675214561,1.141073737,0.0
80,1986/3/22,0.0,16.78423976,0.961268103,1.693269623,7.789903286,0.502168549,0.0
81,1986/3/23,0.000239726,17.49416245,1.892170594,1.923191634,7.96858724,0.299146026,0.0
82,1986/3/24,0.005787709,17.69185771,2.022009312,1.873987635,8.028763492,0.220786178,0.0
83,1986/3/25,0.021651471,18.0608583,2.808385428,1.783301476,8.081825241,0.225953278,0.0
84,1986/3/26,1.079801401,16.88413219,1.284727905,1.843690605,7.777800252,6.234849321,0.0
85,1986/3/27,0.338710923,16.20208069,-0.95702801,1.729169995,7.709250841,3.960933295,0.0
86,1986/3/28,0.174568874,17.93428815,1.280849406,1.723979955,8.182996989,2.498540675,0.0
87,1986/3/29,0.056525915,18.54656116,3.398362681,2.290074106,8.18824759,1.336850938,0.0
88,1986/3/30,0.069519967,18.80859025,2.830450308,1.996063737,8.359922315,1.045063569,0.0
89,1986/3/31,0.996493062,19.77016182,4.249883637,1.875333836,8.576933668,7.216936262,0.0
90,1986/4/1,1.14592083,18.7973678,4.951804823,2.046060312,8.059408055,12.529208,0.0
91,1986/4/2,0.564086405,19.41472583,5.15897723,1.818138418,8.286633315,9.497606267,0.0
92,1986/4/3,0.637420469,19.68574294,5.314288287,1.559600869,8.374191642,10.24899493,0.0
93,1986/4/4,2.796356997,18.86387906,5.203959528,1.550399186,8.033921096,46.68669013,0.0
94,1986/4/5,3.112438267,18.00787669,5.184327586,1.100609143,7.66532928,84.47856338,0.0
95,1986/4/6,5.168287482,15.42752504,3.727791444,0.793920484,6.81499186,201.064555,0.0
96,1986/4/7,2.366429137,14.35775396,2.677832894,0.962883636,6.541766096,155.7998367,0.0
97,1986/4/8,3.251907706,15.22889426,1.586047878,1.140465443,7.036362638,206.2005963,0.0
98,1986/4/9,0.68745974,16.66419351,2.434882383,1.185447881,7.494766817,97.58870147,0.0
99,1986/4/10,0.045241197,18.28175545,2.718641575,1.09697894,8.105879764,43.4075075,0.0
100,1986/4/11,0.589238772,18.8612916,4.698616749,1.218859442,8.077547498,47.40897439,0.0
101,1986/4/12,1.603423356,19.2226364,5.388336386,1.436830007,8.120473829,79.56874383,0.0
102,1986/4/13,2.665977744,18.12196592,6.05618281,1.244669227,7.524817387,129.2960941,0.0
103,1986/4/14,3.249051721,18.0446304,6.646092384,1.100370407,7.37225533,180.6886088,0.0
104,1986/4/15,5.045750552,17.00568766,6.73243893,0.840611631,6.884360482,319.5240032,0.0
105,1986/4/16,2.737590126,17.61258619,6.745586345,1.558918118,7.150406699,254.5566586,0.0
106,1986/4/17,4.108367286,18.36057217,6.792107374,1.339883466,7.471084396,348.4679238,0.0
107,1986/4/18,6.911482347,16.5874991,5.334917222,1.089269966,6.972645658,632.9449265,0.0
108,1986/4/19,0.536787781,16.92934888,3.402995396,1.280332302,7.429218242,225.0343255,0.0
109,1986/4/20,0.364494226,16.79719593,2.996629837,1.015134849,7.427732494,126.5278391,0.0
110,1986/4/21,1.750626034,16.14544632,2.276443321,0.825839671,7.257666228,178.5834211,0.0
111,1986/4/22,0.20440714,18.19352229,3.152659382,0.809264018,7.962789781,81.01455485,0.0
112,1986/4/23,3.088650025,17.60780188,4.393632259,1.529151949,7.545338774,214.1980611,0.0
113,1986/4/24,1.215346877,18.41115817,5.544248607,1.679774146,7.693903199,134.9951076,0.0
114,1986/4/25,1.266583829,17.62917113,7.084955031,1.706738411,7.049838861,117.1257449,0.0
115,1986/4/26,1.47526572,18.57213873,7.095657535,1.795773603,7.46716964,118.97038,0.0
116,1986/4/27,2.165172452,18.34693652,7.475371686,1.680403337,7.282152579,151.0913441,0.0
117,1986/4/28,11.65470064,19.72106125,8.202056907,1.771276002,7.748132307,858.240262,0.0009683598261878217
118,1986/4/29,3.25492869,17.78702169,7.617453165,1.367655221,6.987837838,498.7701833,0.00048405989461822554
119,1986/4/30,0.646137858,15.42755703,7.231641288,0.964331782,5.987799625,221.2186616,0.00024202994730911277
120,1986/5/1,0.538632871,16.24664551,6.050932721,1.143504717,6.633602719,144.7821447,0.00012101497365455638
121,1986/5/2,0.168473068,19.01302063,6.373955806,1.005000393,7.775946281,85.04272963,6.050748682727819e-05
122,1986/5/3,0.381076152,19.56650408,7.942727087,1.050071246,7.712689374,70.20101388,3.0253743413639096e-05
123,1986/5/4,9.288096347,17.90229992,9.398045872,0.976968518,6.571936904,662.8582981,0.0087425123472396
124,1986/5/5,9.175177719,18.00498729,8.435171321,0.928093104,6.872776157,1034.453488,0.01796872723351887
125,1986/5/6,3.031952731,17.16072606,6.900000404,0.611945015,6.840262244,602.3480309,0.008944128949893913
126,1986/5/7,4.044790403,15.54052452,6.235057198,0.210856716,6.261544968,634.8432759,0.004472064474946956
127,1986/5/8,4.979155471,15.5126493,6.161355603,0.33731129,6.262840591,761.1564069,0.002236032237473478
128,1986/5/9,11.89203779,15.31161269,6.504974257,0.454228339,6.089976768,1796.212695,0.0418452198742138
129,1986/5/10,7.027296899,16.99609386,6.595496802,0.433834002,6.81962005,1575.943384,0.023425540464372716
130,1986/5/11,1.181600792,20.11350922,8.598015047,1.529087654,7.792945911,677.5928112,0.011695915594038429
131,1986/5/12,1.001467262,19.61045109,9.725184022,1.381995114,7.287056539,435.0885424,0.0058479577970192145
132,1986/5/13,3.524056011,20.05707235,10.35249437,1.257358091,7.336283685,625.6507065,0.0029239788985096072
133,1986/5/14,4.544999021,19.60904638,9.963095332,1.242671229,7.218123923,752.1935886,0.0014619894492548036
134,1986/5/15,0.885816549,19.78145887,10.19848137,1.224631328,7.236404983,350.2520204,0.0007309947246274018
135,1986/5/16,0.188776013,21.29414958,10.30933589,1.755498752,7.936051936,178.4788306,0.0003654973623137009
136,1986/5/17,0.161230665,21.32125142,9.563742194,1.384906991,8.119240111,114.7225816,0.00018274868115685045
137,1986/5/18,1.039567467,21.32693038,11.10622327,1.679231796,7.743119077,140.2753635,9.137434057842523e-05
138,1986/5/19,3.166845779,21.00242527,10.54404658,1.682801579,7.727412646,274.015735,4.568717028921261e-05
139,1986/5/20,0.963491797,23.13344599,11.38975952,1.810699598,8.548102157,149.4286798,2.2843585144606307e-05
140,1986/5/21,5.39828047,23.51757787,12.02203039,1.502531438,8.576541456,419.0050149,1.1421792572303153e-05
141,1986/5/22,3.045547278,22.81664098,12.62692569,1.617977297,8.060742892,336.2580074,5.710896286151577e-06
142,1986/5/23,6.268027411,22.75377425,11.77152932,1.921278556,8.257075697,596.5396567,2.8554481430757883e-06
143,1986/5/24,4.79485723,21.12531326,10.91753001,1.503887031,7.675973964,585.733369,1.4277240715378942e-06
144,1986/5/25,3.407846693,21.66273932,11.24870926,1.429930319,7.849858023,486.6225448,7.138620357689471e-07
145,1986/5/26,0.266527195,22.41208133,10.68911235,1.581722202,8.348703521,192.8268324,3.5693101788447354e-07
146,1986/5/27,0.657436749,23.43853726,10.36468679,1.260383868,8.903637889,145.3198897,1.7846550894223677e-07
147,1986/5/28,1.126779234,24.57957658,12.09357686,2.184588389,9.057917438,142.1673339,8.923275447111839e-08
148,1986/5/29,0.319138879,23.5884008,12.37771449,2.26388406,8.496114342,78.80173462,4.461637723555919e-08
149,1986/5/30,1.841057289,23.96973121,12.41228393,2.24152288,8.673860211,130.5069885,2.2308188617779596e-08
150,1986/5/31,2.9483425,24.85180556,11.67828984,2.206917806,9.276604497,193.0988639,1.1154094308889798e-08
151,1986/6/1,2.488899034,24.85958368,12.91170621,1.597093467,8.983820436,186.7560603,5.577047154444899e-09
152,1986/6/2,1.224259065,25.29627166,13.29064647,1.977277383,9.10292018,121.4650312,2.7885235772224495e-09
153,1986/6/3,2.837366707,24.40121184,13.02412495,1.586229238,8.720176647,182.9974255,1.3942617886112248e-09
154,1986/6/4,3.894814591,24.26121439,12.64870001,1.77897654,8.74531732,262.5168484,6.971308943056124e-10
155,1986/6/5,2.127331666,24.06095479,12.22069583,1.741789463,8.751778115,195.2636444,3.485654471528062e-10
156,1986/6/6,0.501357739,24.12682969,13.20022591,1.579385591,8.527374002,94.01419151,1.742827235764031e-10
157,1986/6/7,2.106011022,23.0684409,13.23540589,1.695772758,7.973887893,142.4432173,8.714136178820155e-11
158,1986/6/8,2.511271003,23.01676228,14.34550806,1.426448936,7.596394371,171.0807859,4.3570680894100774e-11
159,1986/6/9,1.180681788,22.14320965,13.62121439,1.599378044,7.364079363,113.0060491,2.1785340447050387e-11
160,1986/6/10,3.193348931,21.58234874,12.2918036,1.543253711,7.483618304,200.9577028,1.0892670223525194e-11
161,1986/6/11,11.91466706,23.91273485,13.0515989,0.780216513,8.449562657,908.0739724,0.009144808294331555
162,1986/6/12,9.130892156,23.370519,13.6355644,0.974239951,8.002448957,1132.051436,0.011427990125195832
163,1986/6/13,6.083553374,22.94975476,13.66945201,1.335936023,7.770164466,1002.581364,0.005693096953223
164,1986/6/14,7.544506947,20.77540118,13.86341345,1.37042649,6.520674652,1237.714699,0.009850245532375974
165,1986/6/15,2.537028978,20.53236662,13.17874362,1.213406028,6.635732258,707.7463106,0.004901167782208446
166,1986/6/16,5.028457627,22.22710087,13.52306802,1.285083086,7.43046562,898.3499034,0.002450583891104223
167,1986/6/17,7.33941286,22.21543566,14.13311677,1.173066571,7.219053862,1258.691386,0.0020780490820438225
168,1986/6/18,10.79132775,21.48667834,13.68767731,0.994192801,6.974597529,1991.825018,0.028530861017161152
169,1986/6/19,12.48068528,20.25984951,13.5694052,0.75408921,6.33623515,2792.106835,0.08154466393158305
170,1986/6/20,3.376901719,19.6624792,13.02600493,1.040093054,6.206104988,1450.43019,0.04040290665207596
171,1986/6/21,2.86606585,20.64315534,11.40846046,1.01119646,7.251671267,1059.665118,0.02020145332603798
172,1986/6/22,8.505619408,22.04836393,13.06165885,0.794472578,7.476179159,1881.326157,0.025872749642256103
173,1986/6/23,4.378300481,22.73013745,13.61777738,0.870577667,7.659246654,1338.335584,0.012815553477150472
174,1986/6/24,7.027610845,22.90475505,14.61420647,1.394918615,7.423899891,1641.556792,0.006407776738575236
175,1986/6/25,10.6799637,22.97194602,14.15332254,1.736788509,7.614797757,2428.061353,0.0495089310468673
176,1986/6/26,2.454675088,22.01849021,13.87343697,1.435449551,7.193544403,1170.187161,0.024404703550143243
177,1986/6/27,3.214208484,23.81029675,14.58336357,1.982639526,7.923784023,987.8978485,0.012202351775071622
178,1986/6/28,1.865183274,23.25396216,14.37359429,2.144509119,7.692616374,666.8740701,0.006101175887535811
179,1986/6/29,0.755045127,23.30846764,14.46827403,1.74661441,7.690457035,391.6791821,0.0030505879437679054
180,1986/6/30,0.02239658,24.42434972,14.39655027,1.670935917,8.306986917,204.6609082,0.0015252939718839527
181,1986/7/1,0.072318192,25.43726393,15.12491002,1.464646094,8.62087097,132.6778357,0.0007626469859419764
182,1986/7/2,4.783927535,25.52800418,15.57209163,1.404745867,8.530228061,471.8020086,0.0003813234929709882
183,1986/7/3,9.035900218,22.92474439,15.29172505,1.328796217,7.188215943,1000.453899,0.02351956247033412
184,1986/7/4,7.238549797,20.05335786,13.46290325,0.738841454,6.253990649,1094.524365,0.025817077351967532
185,1986/7/5,0.330192489,19.74845765,12.50418127,0.587389041,6.437057169,370.6354145,0.0128060715677457
186,1986/7/6,2.158712186,21.41379353,13.72194812,0.911115694,6.91489022,402.110507,0.00640303578387285
187,1986/7/7,4.386093105,22.48816834,13.81451083,1.053598948,7.464306598,609.5676439,0.003201517891936425
188,1986/7/8,8.052907262,22.99177958,14.42877844,1.34474059,7.532128757,1096.612806,0.00846961771342148
189,1986/7/9,9.615190059,21.14932181,15.06534634,0.75932679,6.244346014,1569.479633,0.05035904646572687
190,1986/7/10,11.26723403,22.10616336,15.12209289,0.710671085,6.785141964,2233.762081,0.10095073190216292
191,1986/7/11,5.641258474,24.38944451,15.39495973,0.598679535,7.970823094,1612.91821,0.049829541243234576
192,1986/7/12,7.796288908,23.37452584,15.18345471,0.77427877,7.483326644,1871.965687,0.031249665520279184
193,1986/7/13,12.74958532,22.41008099,15.29785402,0.818750837,6.893778514,3000.084544,0.13585153262659644
194,1986/7/14,13.83808988,21.74483931,15.43078032,0.769180264,6.448889995,3937.19427,0.2599905236969232
195,1986/7/15,5.13477865,21.48592818,14.15032665,0.700238939,6.804700324,2355.174792,0.12746690992437487
196,1986/7/16,4.780145899,20.93754169,13.59331647,0.863063242,6.703808947,1894.847509,0.06373345496218744
197,1986/7/17,4.279084421,20.60705492,13.30773733,0.859239287,6.62538862,1586.3652,0.03186672748109372
198,1986/7/18,6.896705061,20.12791293,12.67828573,0.865905003,6.587389149,1945.877063,0.024729374240744784
199,1986/7/19,5.076348376,20.18577312,11.69182142,0.811263884,6.939476951,1630.878636,0.012239621131656633
200,1986/7/20,8.4280483,20.09921241,12.58508069,0.555363748,6.605994068,2183.930568,0.05584823775406455
201,1986/7/21,8.995180295,20.02886737,12.89001554,0.668563387,6.462077433,2505.216084,0.10074719310088356
202,1986/7/22,10.72832105,20.73152866,13.15467125,0.916751731,6.752499703,3117.173337,0.1741666679055735
203,1986/7/23,5.414295186,21.28151139,13.06644417,1.021587298,7.079128457,2149.970513,0.0851227475649091
204,1986/7/24,16.46062711,20.70719972,12.53759386,0.859659019,6.949484495,4648.157819,0.36089821207246636
205,1986/7/25,17.81767963,19.61169127,11.89685371,0.844816974,6.584273122,6411.197466,0.6509127739013172
206,1986/7/26,12.31448583,20.60916388,11.91525079,0.769707782,7.096867116,5707.963614,0.5901243863811392
207,1986/7/27,10.1658199,22.03747282,12.97023503,0.761942333,7.51344985,4932.045346,0.4399143857959991
208,1986/7/28,7.298334047,23.16333271,13.25867615,0.838461263,8.011837652,3750.01299,0.2155969251101589
209,1986/7/29,16.47516489,21.61221832,13.51294609,0.692631147,7.11615585,6040.192061,0.6598208669126885
210,1986/7/30,5.524958966,21.35752622,11.85352194,0.474587447,7.501793395,3437.225685,0.31363046548054907
211,1986/7/31,7.337684973,22.38599806,12.47270898,0.536271919,7.847044387,3188.130554,0.15681523274027453
212,1986/8/1,7.550553357,21.72226371,12.28080178,0.677569826,7.56699193,2979.748021,0.07840761637013727
213,1986/8/2,5.483854889,19.88789348,10.78403969,0.207546931,7.07675303,2307.076781,0.039203808185068634
214,1986/8/3,8.636928417,20.18686907,11.06906597,0.153826942,7.146560023,2746.585782,0.11375591374412393
215,1986/8/4,2.428661796,20.51829548,11.02581372,0.171577025,7.325439465,1449.936108,0.05390386752302562
216,1986/8/5,1.042108952,23.23531182,11.61844613,0.388693657,8.50573999,825.5310774,0.02695193376151281
217,1986/8/6,5.893625716,24.64009196,12.48754995,0.345125247,8.983131042,1332.999908,0.013475966880756404
218,1986/8/7,9.258991793,22.8380894,12.58320604,0.201811802,8.060897945,1922.395131,0.07297593364262081
219,1986/8/8,1.900073046,23.26839237,12.73989141,0.066524948,8.237859479,898.4854607,0.03465694746739299
220,1986/8/9,1.83855412,23.93123097,13.08490366,0.086799844,8.481725796,630.5134681,0.017328473733696496
221,1986/8/10,0.862592024,24.86220299,13.10859303,0.179194389,8.948417493,388.484519,0.008664236866848248
222,1986/8/11,4.10552247,24.41363406,12.97153759,0.59377688,8.761761693,616.8405954,0.004332118433424124
223,1986/8/12,6.532405352,24.65025724,13.08022439,1.098508109,8.85539846,907.7126344,0.002166059216712062
224,1986/8/13,15.70468703,23.09845348,13.97823181,1.531119107,7.794885425,2359.096326,0.34600359470788067
225,1986/8/14,9.05251704,22.37926989,14.46973957,0.81867928,7.239002384,2099.515151,0.2576835895820607
226,1986/8/15,10.51456521,20.68600132,14.53433385,0.255515071,6.242917771,2529.286838,0.35065488519155447
227,1986/8/16,5.040149057,22.46529651,14.12736806,0.582496906,7.411752552,1733.758154,0.16944606553873143
228,1986/8/17,4.118360418,22.11594602,13.15651805,0.754590727,7.545450804,1356.125764,0.08472303276936571
229,1986/8/18,6.495898673,21.07798579,12.37759248,0.647641081,7.247824304,1617.656321,0.04236151638468286
230,1986/8/19,1.137413165,21.67682941,12.1760653,0.569362239,7.620511466,743.5106507,0.02118075819234143
231,1986/8/20,2.914872555,23.11453173,12.54235892,0.752272225,8.2509058,753.3280358,0.010590379096170714
232,1986/8/21,5.171645211,22.52836598,13.65808079,1.282656737,7.61701916,984.1264464,0.005295189548085357
233,1986/8/22,8.890612748,20.50615289,13.7474648,0.936529462,6.472589328,1574.866274,0.10732137799407028
234,1986/8/23,6.968287853,20.21021741,13.88403521,0.7957738,6.250472449,1546.047617,0.0840572534766196
235,1986/8/24,11.77876049,20.34302345,13.81251496,0.563890575,6.358976156,2550.481094,0.2914420180786186
236,1986/8/25,6.873467135,20.29985308,13.44159751,0.349060961,6.480784248,2062.47737,0.16000894080928457
237,1986/8/26,2.315619823,22.10262541,13.63305845,0.402167062,7.412433864,1115.647241,0.07949203870931656
238,1986/8/27,1.281864309,22.89839867,13.7087098,0.992180042,7.819015621,680.7670928,0.03974601935465828
239,1986/8/28,3.827165245,23.82888747,13.75321428,1.123162291,8.301654213,870.4246762,0.01987300967732914
240,1986/8/29,11.9711578,23.23573903,14.27906031,1.128990285,7.823573091,2127.34117,0.19286172052632286
241,1986/8/30,6.936154101,22.18384214,12.76940996,1.028364463,7.743666763,1751.013891,0.09239699032654909
242,1986/8/31,5.959451282,22.14361766,13.44029874,0.830423647,7.515633512,1547.483646,0.046198495163274546
243,1986/9/1,9.377840087,22.84873923,13.83062682,0.992548185,7.771853351,2127.755352,0.09622004980009861
244,1986/9/2,9.237940872,19.87993226,13.60141667,0.793125424,6.200908355,2341.054224,0.18916534713423291
245,1986/9/3,7.624944176,18.99196992,12.26333967,0.386344259,6.215572967,2220.448266,0.16134759194514747
246,1986/9/4,10.24808154,20.03787548,11.84912287,0.460784375,6.925149027,2863.557811,0.2484793148782728
247,1986/9/5,1.816623306,21.79301541,12.07579133,0.444356704,7.769293211,1272.811648,0.11991409213702162
248,1986/9/6,8.436520018,21.40096817,12.43688623,0.36738225,7.462637709,2122.404654,0.10993258679993365
249,1986/9/7,3.392068234,20.4087462,13.01914949,0.785469561,6.739114806,1316.167143,0.053684026205914066
250,1986/9/8,8.224370999,19.38866003,12.74254994,0.608820994,6.274327577,1976.983715,0.12353037674551272
251,1986/9/9,8.757873542,18.27491502,11.47869627,0.558659504,6.125288808,2312.32399,0.19453593510206213
252,1986/9/10,3.591450693,18.90073385,11.07327298,0.498884266,6.599273245,1425.846672,0.09379793130969206
253,1986/9/11,3.756523446,19.73757248,12.17156725,0.703056221,6.683166964,1218.333878,0.04689896565484603
254,1986/9/12,2.283622822,19.42929032,12.3220239,1.112107266,6.46573736,848.8276757,0.023449482827423016
255,1986/9/13,3.887210006,19.61389476,11.92633423,0.889815163,6.707084353,951.986066,0.011724741413711508
256,1986/9/14,3.957555907,19.56414993,12.41353726,0.927066675,6.514322738,931.9797487,0.005862370706855754
257,1986/9/15,6.946572257,20.70678124,12.52601171,0.781108439,7.101106422,1369.067802,0.002931185353427877
258,1986/9/16,4.931233029,20.94746812,12.35777883,0.789358401,7.288116773,1175.560104,0.0014655926767139385
259,1986/9/17,7.697035447,20.2345997,11.44628709,0.522283514,7.202130063,1585.977463,0.02020109732322434
260,1986/9/18,13.63353371,18.74513017,9.808120477,0.224776582,6.929068776,2917.496143,0.2765161469508162
261,1986/9/19,4.39299342,17.04702616,8.886375113,0.114413118,6.354455103,1665.425584,0.13294956279458225
262,1986/9/20,0.004642572,19.50308126,8.519774679,0.18478606,7.62659786,620.9285385,0.06647478139729113
263,1986/9/21,1.054801945,19.78765375,8.386934335,0.430947946,7.793135761,500.3668893,0.033237390698645564
264,1986/9/22,3.09525875,19.15150879,8.836560058,0.418597294,7.395304201,650.2009492,0.016618695349322782
265,1986/9/23,0.50703224,18.19383769,8.015790694,0.559399939,7.144711206,312.946232,0.008309347674661391
