,time,pet,prec,prob,pn,ps,evap,perc,pr,q9,q1,rout,exch,aexch1,aexch2,qr,qd,qsim,qobs
56,1990/2/25,1.2,5.1,255.2691729,3.9,1.413856695,1.2,1.016991944,3.503135249,1.893553744,0.156214325,45.59713186,0.547215474,0.547215474,0.547215474,2.376291632,0.703429799,3.079721431,4.992
57,1990/2/26,1,0.8,254.0839851,0,0,0.991769761,0.993418024,0.993418024,2.161235864,0.265809659,45.85605367,0.549932419,0.549932419,0.549932419,2.452246472,0.815742078,3.26798855,4.704
58,1990/2/27,1,1.4,253.2546432,0.4,0.147844262,1,0.977186127,1.229341865,0.987289379,0.134120521,45.15326455,0.560939925,0.560939925,0.560939925,2.251018422,0.695060447,2.946078869,4.32
59,1990/2/28,1,0,251.3580192,0,0,0.9557545,0.940869497,0.940869497,0.992432619,0.113819728,44.57927545,0.531422607,0.531422607,0.531422607,2.097844328,0.645242334,2.743086663,3.816
60,1990/3/1,1,1.5,250.622415,0.5,0.191476722,1,0.927080988,1.235604266,0.963231821,0.103958689,44.07870682,0.50815184,0.50815184,0.50815184,1.971952289,0.612110529,2.584062818,3.672
61,1990/3/2,1,0,248.7769789,0,0,0.952230015,0.893206069,0.893206069,0.97676276,0.11256867,43.66978085,0.488459926,0.488459926,0.488459926,1.874148661,0.601028596,2.475177257,2.4
62,1990/3/3,1.1,2.3,248.3650386,1.2,0.473842415,1.1,0.885782672,1.611940257,1.087856316,0.109135115,43.41500745,0.472782645,0.472782645,0.472782645,1.815412358,0.581917761,2.397330119,2.088
63,1990/3/4,1,3.4,248.4278321,2.4,0.949704463,1,0.886911017,2.337206553,1.737297895,0.168636691,43.72775686,0.463198946,0.463198946,0.463198946,1.887747435,0.631835637,2.519583072,1.992
64,1990/3/5,0.7,0,246.9034157,0,0,0.664572326,0.859844071,0.859844071,1.519781985,0.192738752,43.81430988,0.474983126,0.474983126,0.474983126,1.908212089,0.667721878,2.575933967,1.896
65,1990/3/6,0.6,0,245.4995293,0,0,0.568375692,0.835510627,0.835510627,0.764245534,0.102874664,43.27336926,0.478281846,0.478281846,0.478281846,1.783467992,0.58115651,2.364624502,1.524
66,1990/3/7,0.6,0,244.1202255,0,0,0.567156461,0.812147398,0.812147398,0.742728765,0.083325256,42.79484898,0.457931449,0.457931449,0.457931449,1.679180496,0.541256705,2.220437201,1.428
67,1990/3/8,0.7,0,242.6718318,0,0,0.660209603,0.788184069,0.788184069,0.721464761,0.080964317,42.36637592,0.440451635,0.440451635,0.440451635,1.590389455,0.521415952,2.111805407,1.428
68,1990/3/9,0.9,0,241.0628431,0,0,0.846752967,0.762235719,0.762235719,0.699113487,0.07853149,41.97733866,0.425209136,0.425209136,0.425209136,1.513359889,0.503740626,2.017100515,1.236
69,1990/3/10,1,0,239.3885777,0,0,0.938295014,0.735970447,0.735970447,0.675634757,0.07595311,41.61930586,0.411699308,0.411699308,0.411699308,1.445366862,0.487652418,1.933019279,0.9816
70,1990/3/11,1.2,0,237.5578595,0,0,1.122627221,0.708090934,0.708090934,0.651358228,0.073294888,41.28577067,0.399539661,0.399539661,0.399539661,1.38443308,0.472834549,1.857267629,0.8688
71,1990/3/12,1.1,3.2,237.7852315,2.1,0.938878421,1.1,0.711506464,1.872628043,1.097388812,0.096699434,41.37169167,0.38844485,0.38844485,0.38844485,1.399912657,0.485144284,1.885056941,0.6648
72,1990/3/13,0.9,0,236.2565702,0,0,0.839864738,0.688796544,0.688796544,1.217635019,0.147543013,41.54838881,0.391281632,0.391281632,0.391281632,1.432219509,0.538824645,1.971044154,0.7632
73,1990/3/14,0.9,1.7,235.9360175,0.8,0.363556696,0.9,0.68410933,1.120552635,0.790503103,0.092319068,41.34158267,0.397161953,0.397161953,0.397161953,1.394471196,0.489481021,1.883952217,0.7632
74,1990/3/15,1.1,0.2,234.4363478,0,0,1.037148892,0.662520811,0.662520811,0.82752961,0.096909294,41.19173603,0.39028587,0.39028587,0.39028587,1.367662123,0.487195163,1.854857287,0.7632
75,1990/3/16,1,6.7,236.3546034,5.7,2.60849073,1,0.69023517,3.78174444,1.828669621,0.140120965,41.90614141,0.385357058,0.385357058,0.385357058,1.499621304,0.525478023,2.025099327,0.8688
76,1990/3/17,0.7,6.3,238.1518918,5.6,2.51433068,0.7,0.717042315,3.802711635,3.411854015,0.34184592,43.81813492,0.409260511,0.409260511,0.409260511,1.90912101,0.751106431,2.660227441,0.7632
77,1990/3/18,0.5,0.4,237.3534232,0,0,0.493437332,0.705031232,0.705031232,2.198551172,0.312030099,44.43441859,0.478428003,0.478428003,0.478428003,2.060695506,0.790458103,2.851153608,0.7632
78,1990/3/19,0.7,25.2,246.9121133,24.5,10.41868672,0.7,0.859996589,14.94130987,6.259261934,0.419523193,48.01751389,0.502396077,0.502396077,0.502396077,3.178562711,0.92191927,4.100481981,0.7632
79,1990/3/20,1.5,12.5,250.3292355,11,4.338753345,1.5,0.92163118,7.582877834,10.53987229,1.164708334,53.30406502,0.659062847,0.659062847,0.659062847,5.912384009,1.823771181,7.736155191,3.072
80,1990/3/21,0.8,4.5,250.82278,3.7,1.42436497,0.8,0.930820448,3.206455477,5.095471498,0.749012851,53.38252399,0.949924607,0.949924607,0.949924607,5.966937127,1.698937458,7.665874585,4.848
81,1990/3/22,0.9,6.9,252.1493823,6,2.282489881,0.9,0.955887594,4.673397713,3.465396685,0.404461436,52.45143126,0.954827342,0.954827342,0.954827342,5.351316762,1.359288777,6.71060554,4.056
82,1990/3/23,1,10.2,254.5600538,9.2,3.413505036,1,1.002833597,6.789328561,5.042059159,0.496482958,52.81055608,0.897798106,0.897798106,0.897798106,5.580732445,1.394281064,6.975013509,4.056
83,1990/3/24,0.8,4.9,255.0396042,4.1,1.491941209,0.8,1.012390787,3.620449579,4.858375875,0.584420575,52.92952283,0.919497546,0.919497546,0.919497546,5.658906664,1.503918121,7.162824786,4.32
84,1990/3/25,1.2,7.5,256.2675408,6.3,2.265135478,1.2,1.037198813,5.072063336,3.831935106,0.431282352,52.38086022,0.926767741,0.926767741,0.926767741,5.307365467,1.358050093,6.66541556,4.848
85,1990/3/26,1.1,11.1,258.682416,10,3.502295032,1.1,1.087419872,7.58512484,5.557763978,0.545247307,53.07570811,0.893577397,0.893577397,0.893577397,5.756493476,1.438824704,7.19531818,5.4
86,1990/3/27,1.3,0,256.3915378,0,0,1.251147179,1.039730984,1.039730984,4.240536188,0.585202112,52.72610026,0.935757405,0.935757405,0.935757405,5.525901445,1.520959517,7.046860962,5.952
87,1990/3/28,1.8,0,253.6793364,0,0,1.726730211,0.985471245,0.985471245,0.914319914,0.17998001,50.36313123,0.914361143,0.914361143,0.914361143,4.191650087,1.094341153,5.285991241,5.664
88,1990/3/29,1.8,0.6,251.5867241,0,0,1.747422293,0.945190027,0.945190027,0.871009044,0.09830293,48.60501122,0.778793855,0.778793855,0.778793855,3.407922907,0.877096785,4.285019691,5.4
89,1990/3/30,1.3,11,254.211761,9.7,3.620975087,1.3,0.995938105,7.074963019,3.272535765,0.229542189,48.99611765,0.687719993,0.687719993,0.687719993,3.569149336,0.917262182,4.486411518,5.4
90,1990/3/31,1.4,0,251.9207764,0,0,1.339455118,0.951529485,0.951529485,3.948106496,0.500791587,49.75064565,0.707283983,0.707283983,0.707283983,3.900862478,1.208075571,5.108938048,4.848
91,1990/4/1,1.5,0.4,249.9567191,0,0,1.449313393,0.914743946,0.914743946,0.841842599,0.166566718,48.12081833,0.746145471,0.746145471,0.746145471,3.217815391,0.912712189,4.130527581,4.056
92,1990/4/2,1.5,0,247.6570954,0,0,1.426482166,0.873141501,0.873141501,0.806832462,0.090995103,46.83264128,0.664038863,0.664038863,0.664038863,2.759048369,0.755033966,3.514082336,3.672
93,1990/4/3,1.4,1,246.4261854,0,0,1.379401029,0.851508983,0.851508983,0.777280352,0.087330008,45.78315598,0.603876688,0.603876688,0.603876688,2.430642344,0.691206696,3.12184904,3.552
94,1990/4/4,1.5,1.6,245.6291795,0.1,0.040728351,1.5,0.837734276,0.897005925,0.784333843,0.086404712,44.93396504,0.557825067,0.557825067,0.557825067,2.191349852,0.644229779,2.835579631,3.312
95,1990/4/5,1.6,3.1,245.4098036,1.5,0.614598596,1.6,0.833974518,1.719375921,1.13222255,0.107214975,44.50890725,0.522443805,0.522443805,0.522443805,2.079724137,0.62965878,2.709382917,1.992
96,1990/4/6,1.2,0,243.474751,0,0,1.133655887,0.801396648,0.801396648,1.184745957,0.142088832,44.19774114,0.505349971,0.505349971,0.505349971,2.001262043,0.647438803,2.648700846,2.4
97,1990/4/7,1.1,0,241.6667595,0,0,1.036098459,0.771893104,0.771893104,0.709600155,0.090318942,43.55333605,0.493092324,0.493092324,0.493092324,1.847097565,0.583411266,2.430508832,1.992
98,1990/4/8,1.1,0,239.8899307,0,0,1.03307108,0.74375772,0.74375772,0.683587524,0.076919731,42.98528658,0.468384996,0.468384996,0.468384996,1.72002199,0.545304727,2.265326717,1.716
99,1990/4/9,1.3,0,237.9586964,0,0,1.217113137,0.714121134,0.714121134,0.657672557,0.074057104,42.47733126,0.447349932,0.447349932,0.447349932,1.612977812,0.521407036,2.134384848,1.428
100,1990/4/10,1.3,2.4,237.7387816,1.1,0.490892791,1.3,0.710807627,1.319914836,0.882057251,0.0850588,42.22624953,0.429119514,0.429119514,0.429119514,1.562258495,0.514178314,2.076436808,1.428
101,1990/4/11,0.9,2.1,237.5671691,1.2,0.536618054,0.9,0.708230521,1.371612467,1.208348983,0.125981404,42.28158982,0.420307139,0.420307139,0.420307139,1.573315831,0.546288543,2.119604374,1.236
102,1990/4/12,0.9,0.8,236.7773589,0,0,0.893343418,0.696466819,0.696466819,0.967702083,0.121732147,42.12861419,0.422238241,0.422238241,0.422238241,1.542915956,0.543970388,2.086886344,1.236
103,1990/4/13,1,8.4,239.3365928,7.4,3.294400676,1,0.735166767,4.840766091,2.264226985,0.168576594,43.07105656,0.416915546,0.416915546,0.416915546,1.738700157,0.58549214,2.324192297,1.1712
104,1990/4/14,0.8,16.1,245.018849,15.3,6.509564174,0.8,0.827307925,9.617743752,6.24406658,0.540052221,46.96303471,0.450481875,0.450481875,0.450481875,2.802570305,0.990534096,3.793104401,1.62
105,1990/4/15,0.7,2.9,245.0965263,2.2,0.906306375,0.7,0.828629051,2.122322677,5.69453873,0.740909873,49.48603575,0.609781884,0.609781884,0.609781884,3.781319579,1.350691757,5.132011337,1.896
106,1990/4/16,0.9,0,243.4455971,0,0,0.850015474,0.800913796,0.800913796,1.388003552,0.271630212,48.3139629,0.732347678,0.732347678,0.732347678,3.292424075,1.00397789,4.296401965,1.62
107,1990/4/17,0.9,0.4,242.1940468,0,0,0.871144699,0.780405553,0.780405553,0.712719619,0.095226245,46.9139749,0.673414244,0.673414244,0.673414244,2.78612186,0.768640489,3.554762349,1.62
108,1990/4/18,1.2,12.2,245.933322,11,4.582244623,1.2,0.842969413,7.260724789,3.262730075,0.220524996,47.71726316,0.60755527,0.60755527,0.60755527,3.066997093,0.828080265,3.895077359,1.992
109,1990/4/19,1.7,8.8,247.9155994,7.1,2.860017818,1.7,0.877740408,5.11772259,5.687954956,0.602603528,50.02251499,0.644751448,0.644751448,0.644751448,4.027454571,1.247354976,5.274809547,3.072
110,1990/4/20,1.8,6.3,248.8032888,4.5,1.781371255,1.8,0.89368189,3.612310635,4.011164044,0.504003758,50.52317479,0.760514176,0.760514176,0.760514176,4.271018422,1.264517934,5.535536356,3.936
111,1990/4/21,1.5,2.5,248.3133667,1,0.394932961,1.5,0.884855041,1.489922079,2.412526726,0.332400049,49.79975065,0.787490274,0.787490274,0.787490274,3.923441133,1.119890322,5.043331455,5.4
112,1990/4/22,1.6,0,245.9522722,0,0,1.517798104,0.843296468,0.843296468,1.085448958,0.159830798,48.33376259,0.748726271,0.748726271,0.748726271,3.300163291,0.908557069,4.20872036,5.112
113,1990/4/23,1.9,0,243.3572786,0,0,1.795541045,0.799452483,0.799452483,0.741644104,0.090993746,46.9511948,0.674380647,0.674380647,0.674380647,2.798592539,0.765374393,3.563966933,4.584
114,1990/4/24,1.9,1.7,242.3852932,0,0,1.888473827,0.783511648,0.783511648,0.713209014,0.080112473,45.82933877,0.609243989,0.609243989,0.609243989,2.444309036,0.689356462,3.133665498,4.056
115,1990/4/25,2,2.5,241.8239469,0.5,0.213076627,2,0.774422842,1.061346215,0.814932515,0.084637642,44.99598858,0.559796981,0.559796981,0.559796981,2.20807969,0.644434624,2.852514314,3.672
116,1990/4/26,2,9.9,244.3369773,7.9,3.328813812,2,0.815783502,5.386969689,2.664259373,0.197804927,45.76108472,0.524972163,0.524972163,0.524972163,2.424135396,0.72277709,3.146912486,3.552
117,1990/4/27,1.7,7.5,245.8824509,5.8,2.38756559,1.7,0.842091946,4.254526356,4.40084581,0.462822647,47.66929878,0.556884422,0.556884422,0.556884422,3.049516168,1.019707068,4.069223236,4.848
118,1990/4/28,2.1,0.3,243.3816159,0,0,2.000980035,0.799854952,0.799854952,2.464137763,0.362979245,47.71115628,0.64248598,0.64248598,0.64248598,3.06476624,1.005465225,4.070231465,4.704
119,1990/4/29,2.2,6.3,244.2799453,4.1,1.713154901,2.2,0.814825496,3.201670595,1.66882345,0.173450387,47.15622661,0.644462689,0.644462689,0.644462689,2.868215815,0.817913076,3.686128891,4.32
120,1990/4/30,2.1,4.6,244.4993703,2.5,1.037941255,2.1,0.818516309,2.280575055,2.517579895,0.271621587,47.35513075,0.618606735,0.618606735,0.618606735,2.937282491,0.890228322,3.827510813,4.584
121,1990/5/1,1.9,1.1,242.9516815,0,0,1.854919681,0.792769083,0.792769083,1.46468743,0.206263939,46.72425883,0.62778744,0.62778744,0.62778744,2.723346782,0.834051379,3.557398161,4.056
122,1990/5/2,2,0,240.3202418,0,0,1.880945328,0.750494386,0.750494386,0.696789482,0.095896527,45.63328137,0.598999496,0.598999496,0.598999496,2.386766443,0.694896023,3.081662466,3.432
123,1990/5/3,2.4,0,237.3683384,0,0,2.246649296,0.7052541,0.7052541,0.657570555,0.074555033,44.71034043,0.551459889,0.551459889,0.551459889,2.131971379,0.626014922,2.7579863,2.616
124,1990/5/4,2.9,0,234.0119747,0,0,2.699851205,0.656512467,0.656512467,0.615470922,0.069989126,43.90850432,0.513400044,0.513400044,0.513400044,1.930707074,0.583389169,2.514096244,2.52
125,1990/5/5,2.6,0.4,231.3550388,0,0,2.437051015,0.619884869,0.619884869,0.576389692,0.065422159,43.19972806,0.481890357,0.481890357,0.481890357,1.767056315,0.547312517,2.314368831,2.292
126,1990/5/6,2,9.1,234.0354835,7.1,3.337288783,2,0.656844155,4.419555372,2.059140886,0.145822991,43.80748692,0.455209721,0.455209721,0.455209721,1.906591746,0.601032713,2.507624458,2.088
127,1990/5/7,1.8,0,231.7430372,0,0,1.667317744,0.625128518,0.625128518,2.478426969,0.313854055,44.64820437,0.478021216,0.478021216,0.478021216,2.115730738,0.791875271,2.90760601,2.4
128,1990/5/8,2.4,13.4,236.1614947,11,5.105861179,2.4,0.687403632,6.581542453,2.915986493,0.238008071,45.67592209,0.510907142,0.510907142,0.510907142,2.399175908,0.748915213,3.148091121,1.716
129,1990/5/9,2.2,4,236.2891253,1.8,0.816904572,2.2,0.689274018,1.672369447,3.98378064,0.480147087,47.29627948,0.553265532,0.553265532,0.553265532,2.916688784,1.03341262,3.950101403,2.52
130,1990/5/10,2.6,0,233.2270729,0,0,2.416536963,0.645515399,0.645515399,1.099423859,0.20259753,46.40130392,0.625061009,0.625061009,0.625061009,2.619460428,0.827658539,3.447118967,2.856
131,1990/5/11,1.8,0,230.9478116,0,0,1.664841777,0.614419509,0.614419509,0.568677901,0.075979956,45.27097089,0.584633409,0.584633409,0.584633409,2.283644346,0.660613365,2.944257711,2.4
132,1990/5/12,2,8.6,233.4174559,6.6,3.11781337,2,0.648169074,4.130355704,1.942119033,0.138983265,45.42297052,0.536287053,0.536287053,0.536287053,2.326406457,0.675270319,3.001676775,2.292
133,1990/5/13,1.7,5.3,234.4271567,3.6,1.672090923,1.7,0.662390213,2.59029929,3.108845893,0.337763779,46.44206346,0.542615688,0.542615688,0.542615688,2.632368632,0.880379467,3.512748099,2.52
